text,amount,category,payment_method,payment_provider,bank_account,text_source
"brother ne 8187 maanga tha, wapas kiya cash pe",8187,friends,cash,,,hinglish
2198 transferred for maintenance using amazon pay,2198,healthcare,upi,amazonpay,,ocr_receipt
DTH recharge ka 2592 ka bill auto-debit ho gaya debit card se,2592,utilities,card,,,hinglish
"Reliance Digital ka order 25018.41 mein, paid by Visa",25018.41,shopping,card,,,hinglish
bhai se 632 liya for diagnostic center phir cash diya,632,food,cash,,,voice
main Apple Music ke liye 935 pay kiya using paytm,935,entertainment,upi,paytm,,voice
transferred 4062 to mutual fund SIP from Indusind Bank,4062,investment,unknown,,indusind,voice
index fund ko 14469.31 transfer kiya Mobikwik ke through,14469.31,investment,upi,mobikwik,,hinglish
"3917 to Apollo Pharmacy for medicine, paid with CRED.",3917,healthcare,upi,cred,,english
15013 for personal loan EMI through Google Pay,15013,emi,upi,NA,,english
Priya ka 738 udhaar wapas CRED se,738,friends,UPI,cred,,ocr_receipt
main RedBus ko 3084 de diya cash me,3084,shopping,cash,,,voice
bhai ne bataya NPS mein 25498 lagaye hai BHIM se,25498,investment,upi,bhim,,voice
home loan EMI ka bill 21052.41 clear kiya cash ke through,21052.41,emi,Cash,,,voice
Paid 13583 at auto via Mobikwik,13583,travel,upi,mobikwik,,ocr_receipt
SpiceJet ke ticket ke liye 6113 pay kiya cash pe,6113,travel,cash,,,hinglish
auto ki cab ke 12240 AmazonPay se transfer kar diye,12240,travel,upi,amazonpay,,hinglish
Added 26446 to Angel One from my savings.,None,investment,unknown,,,english
Spent 8204 on petrol pump from Jupiter,8204,food,unknown,,jupiter,ocr_receipt
233.99 paid to Box8 from Bank of Baroda account,233.99,food,unknown,,bob,ocr_upi
mutual fund SIP ke liye 16517 invest kiya bhai,16517,investment,unknown,,,hinglish
Paid books fees 54056 via PayTM,54056,education,upi,paytm,,english
Angel One ke liye 21115 invest kiya bhai,21115,investment,unknown,,,hinglish
INOX 1787 wala plan le liya cash through Bandhan Bank,1787,entertainment,cash,,bandhan,voice
aaj food delivery Haldirams 1063.58 cred ke through,1063.58,food,upi,cred,,voice
kharcha electronics store par 29808 ka debit card se kiya,29808,shopping,card,,,voice
Monthly installment 38333 paid by mobikwik,38333,emi,upi,mobikwik,,english
Lunch at mess 144 cash,144,food,cash,,,ocr_receipt
9103 gone for Amazon shopping,9103,shopping,unknown,,,english
Paid gas bill for 3134.39 using cash from State Bank,3134.39,utilities,cash,,sbi,english
"Ufff, FirstCry ne kat liya 907, debit card se payment",907,shopping,card,,,hinglish
12598.30 paid towards personal loan EMI through Mastercard,12598.30,emi,card,,,ocr_upi
Netmeds ke liye 8505 pay kiya cash se,8505,healthcare,cash,,,hinglish
Bewakoof ke liye 16820 ka payment CRED se kiya,16820,shopping,upi,cred,,english
Netflix ka monthly charge 308 dedo Yes Bank card se,308,entertainment,card,,yes bank,hinglish
Karan sent 7347 on Paytm,7347,investment,upi,paytm,,ocr_receipt
17324 gone for Tata CLiQ shopping,17324,shopping,unknown,,,english
Spent 22669 on books from IndusInd account via cred.,22669,education,upi,cred,indusind,ocr_upi
Zomato Gold ke liye 1697.99 ka payment cash se kiya,1697.99,entertainment,cash,,,english
  Made maintenance payment of 3541.75 via Google Pay  ,3541.75,utilities,upi,gpay,,english
tuition pe 25415 ka payment debit card kiya,25415,education,card,,,hinglish
Allen coaching material 49928.75 through card,49928.75,education,card,,,english
"244 udd gaya Burger King pe khane mein, cash diya",244,food,cash,,,hinglish
SonyLIV ke live concert ke liye 1760 pay kiye cash se,1760,entertainment,CASH,,,hinglish
"Yaar, credit card EMI ka paisa 8894 kat gaya Slice se",8894,emi,card,,slice,hinglish
Netflix pe movie dekhne ka 1442 spend kiya,1442,entertainment,unknown,,,hinglish
physio ka payment 21521 CRED se diya,21521,healthcare,Upi,cred,,hinglish
mall online order 9741.46 paid by debit card,9741.46,shopping,card,,,ocr_receipt
  car loan EMI installment 14439 through BHIM  ,14439,emi,upi,bhim,,ocr_receipt
Monthly crypto auto-debit of 28292 via Phone Pe.,28292,investment,upi,phonepe,,english
Behrouz pe 1807.50 ka bill cred kiya,1807.50,food,upi,cred,,hinglish
Steam ke liye 574 ka payment cred se kiya,574,entertainment,upi,nan,,hinglish
electronics store shopping 29286 upi cred,29286,shopping,upi,cred,,voice
main SonyLIV ke liye 2142.18 pay kiya using debit card,2142.18,entertainment,card,,,voice
broadband 389 paid through BHIM from HDFC,389,utilities,upi,bhim,hdfc,voice
broadband recharge for 459 using AmazonPay from BOB,459,utilities,upi,amazonpay,bob,ocr_upi
Paid back 8148 to Rahul for the movie tickets using mobikwik,8148,friends,upi,mobikwik,,english
main installment ka installment 37536 paytm se de diya,37536,emi,upi,paytm,,voice
Angel One ki installment 14471 Bank of Baroda card se pay ki,14471,investment,card,,bob,hinglish
mobile recharge for 1425 using Google Pay from Bandhan Bank,1425,utilities,upi,gpay,bandhan,english
Snacks McDonald's 470.61 Visa,470.61,food,card,,,ocr_upi
Swiggy 2147 payment done with BHIM,2147,food,upi,bhim,,ocr_receipt
mutual fund SIP ki installment 18339 paid with gpay,18339,investment,upi,gpay,,voice
14822 sip in PPF through HDFC Bank.,14822,investment,unknown,,hdfc,english
doctor ko checkup ke 24231 cash diye,24231,healthcare,cash,,,hinglish
15774 for medicines at physio cash payment.,15774,healthcare,Cash,,,english
   Angel One mein 7468.51 ka order phonepe se   ,7468.51,investment,upi,phonepe,,voice
fees subscription renew kiya 44812.26 ka,44812.26,education,unknown,,,hinglish
Just paid 15184 at Myntra,15184,shopping,unknown,,,english
Monthly education loan EMI 39712 paid by credit card,39712,emi,card,,,english
main Blinkit ko 1734 diye cash se,1734,food,cash,,,voice
Investment in FD for 37394 from SBI,37394,investment,unknown,,sbi,ocr_upi
bhai ne bataya NPS mein 25195 lagaye hai Paytm se,25195,investment,upi,paytm,,voice
JioMart par 1563 ka bill card se,1563,null,card,,,ocr_receipt
roommate ko 7396.67 bheje IDFC First ke through,7396.67,friends,unknown,,idfc,hinglish
"Bhook lag rahi thi, food court se 1200.85 ka order card se kiya",1200.85,food,card,,,hinglish
mutual fund SIP ke liye 18989 ka SIP Amazon Pay se diya,18989,investment,upi,amazonpay,,hinglish
  home loan EMI ka EMI 32964 auto debit hogaya  ,32964,emi,card,,,hinglish
FirstCry purchase for 24381 using Google Pay,24381,shopping,upi,gpay,,ocr_upi
mera car loan EMI ka payment 35421 ho gaya credit card pe,35421,emi,card,,,voice
upGrad ki book 27483 ki li cash se,27483,education,cash,,,voice
Paid 8248 to sister from PNB.,8248,friends,unknown,,pnb,ocr_upi
  Spent 38523 on Udemy course materials   ,38523,education,unknown,,,ocr_receipt
"Split the hotel cost with Neha, my part 624.96 bhim",624.96,friends,upi,bhim,,english
school fees course fee 46894 transferred via cash,46894,education,cash,,,voice
17360 transferred for sovereign gold bond via Paytm.,17360,investment,upi,paytm,,english
"Behrouz se biryani mangwai, 613 pay kiya Bank of Baroda card se",613,food,card,,bob,hinglish
aaj Airtel recharge ka bill gaya 254 cred se,254,utilities,upi,cred,,voice
6849 sent to sister for weekend plan expenses using phonepe,6849,friends,upi,phonepe,,english
Sent 17338.87 for personal loan EMI to ICICI via cred,17338.87,emi,upi,cred,icici,english
   i bought from Bewakoof for 7876.21 with cash   ,7876.21,shopping,cash,,,voice
  broadband ki bill 411 pay ki card se  ,411,utilities,card,,,english
card used for Coursera 35670,35670,education,card,,,english
bhai ke saath Burger King mein khana khaya 2053 ka bill MobiKwik se,2053,food,upi,mobikwik,,voice
aaj Zepto pe order kiya 864 AmazonPay se,864,food,upi,amazonpay,,voice
doctor ka 21315.04 ka bill YES BANK ke card se pay,21315.04,healthcare,Card,,yes bank,hinglish
Biryani Blues order for 2212 using PayTM,2212,food,upi,paytm,,english
2492.90 paid to BigBasket by AmazonPay,2492.90,food,upi,null,,ocr_receipt
"flatmate sent 4326 for the cab, received on cash",4326,friends,cash,,,english
"For friend's treat, paid 8246.44 by CRED from Canara Bank",8246.44,friends,upi,cred,canara,english
1862 ka Jio recharge payment done via cred,1862,utilities,Upi,--,,hinglish
installment of 30618 paid via Visa,30618,emi,card,,,ocr_upi
Just paid 9863.21 for my bike loan EMI,9863.21,emi,unknown,,,english
"Bhai, electronics store se 21054.83 ka saman liya cash diya",21054.83,shopping,cash,,,hinglish
"1327 udd gaya Burger King pe khane mein, cash diya",1327,food,cash,,,hinglish
SpiceJet booking amount 6651 with Indusind Bank cash,6651,travel,cash,,indusind,ocr_receipt
15971 for medicines at lab test cash payment.,15971,healthcare,cash,,,english
Rahul ke saath dinner ka hissa 3997.27 cred kiya,3997.27,friends,upi,cred,,hinglish
Monthly education loan EMI of 20274 paid via gpay,20274,emi,upi,gpay,,hinglish
Tuition fees 40817 Kotak card,40817,education,card,,kotak,ocr_receipt
Netmeds payment 19829 by BHIM,19829,healthcare,upi,bhim,,ocr_upi
Nykaa order for 8017 using debit card,8017,shopping,card,,,ocr_upi
   Paid back 8405 to friend for the movie tickets using paytm   ,8405,friends,upi,paytm,,english
cash payment of 6125.33 to Myntra successful,6125.33,shopping,cash,,,ocr_upi
Payment to Zepto for 993 using MobiKwik,993,food,upi,mobikwik,,ocr_upi
EMI EMI 29839 deducted via Visa,29839,emi,card,,,voice
Had to pay doctor 17449 using Amazon Pay from Union Bank.,17449,healthcare,upi,amazonpay,union bank,english
1318.42 for Steam via amazon pay from IDFC,1318.42,entertainment,upi,amazonpay,idfc,english
Karan ko 3308.97 bheja Union Bank card se,3308.97,friends,card,,union bank,ocr_receipt
"school fees ko 38146 bheje, cash diya",38146,education,cash,,,hinglish
Karan ko 1498 udhaar diya card se,1498,friends,card,,,hinglish
paid 19336 for stocks via Mobikwik,19336,investment,upi,None,,voice
Apple Music movie tickets 1642 GPay,1642,entertainment,upi,gpay,,english
"4237 electricity bill ke liye de diye yaar, credit card se",4237,utilities,card,,,hinglish
transferred 31592 to gold from IDFC First,31592,investment,unknown,,idfc,voice
personal loan EMI for 18754 using credit card,18754,emi,Card,,,ocr_receipt
   EMI for home loan EMI - 11350 using card  ,11350,emi,card,,,english
Monthly credit card EMI of 32275.77 via Kotak amazon pay,32275.77,emi,upi,amazonpay,kotak,ocr_receipt
fees ke liye 37273 Google Pay se,37273,education,upi,gpay,,english
BHIM - 2653.65 paid to INOX,2653.65,entertainment,upi,bhim,,ocr_upi
INOX recharge 142.84 gpay,142.84,entertainment,upi,gpay,,ocr_upi
Netflix annual plan 1237 from RBL Bank account,1237,entertainment,unknown,,rbl,english
12382 upGrad ka payment kar diya PayTM pe,12382,education,upi,paytm,,hinglish
Tuition ke 792.78 de diye yaar,,education,UNKNOWN,,,hinglish
Rapido recharge 610 through debit card,610,travel,card,,,ocr_receipt
BookMyShow movie 1179 mein book kardi account se,1179,entertainment,unknown,,,hinglish
Monthly SonyLIV subscription 1651 by PhonePe,1651,entertainment,upi,None,,english
Paid MedPlus 17851 from Bank of Baroda,17851,healthcare,unknown,,bob,ocr_upi
education loan EMI 4368.91 deducted via credit card,4368.91,emi,card,,,ocr_receipt
42356 mutual fund SIP mein daale via MobiKwik,42356,investment,upi,mobikwik,,hinglish
"Tata CLiQ se 11522.11 ka maal aaya, phonepe se pay kiya",11522.11,shopping,upi,phonepe,,hinglish
"4071 electricity bill ke liye de diye yaar, phonepe se",4071,utilities,upi,phonepe,,hinglish
Cab fare 9672.10 to Ola.,9672.10,travel,unknown,,,english
Paid 1847 at PVR with PhonePe,1847,entertainment,upi,phonepe,,english
diagnostic center ko 13093 diya card se,13093,healthcare,card,,,hinglish
aaj roommate ne 1836 phonepe kiya wapas,1836,friends,upi,--,,voice
"  Arjun se liya 2045.78 for cab share, MobiKwik se  ",2045.78,friends,upi,null,,hinglish
Bought FD units worth 35064 with Paytm.,35064,investment,upi,paytm,,english
bhai ne bataya FD mein 37776.80 lagaye hai bhim se,37776.80,investment,upi,bhim,,voice
Monthly personal loan EMI of 38219 paid via paytm,38219,emi,upi,paytm,,hinglish
sovereign gold bond ke liye 30953.28 ka kharcha Amazon Pay se kiya,30953.28,investment,upi,amazonpay,,hinglish
MedPlus ka payment 6452 PhonePe se diya,6452,healthcare,upi,phonepe,,hinglish
8630 doctor ko transfer kiya credit card se,8630,healthcare,card,,,hinglish
Paid eye clinic 7746 from Fi Money,7746,healthcare,unknown,,fi,ocr_upi
doctor ko checkup ke 8063 cash diye,8063,healthcare,cash,,,hinglish
  school fees ke liye 45085.13 pay kiye Canara Bank card se ,45085.13,education,card,,canara,hinglish
Monthly credit card EMI of 39533.88 paid via credit card,39533.88,emi,card,,,hinglish
Set up personal loan EMI auto-debit for 6953 from,6953,emi,card,,,ocr_receipt
paid 47447 for monthly Groww from Bandhan Bank account,47447,investment,unknown,,bandhan,voice
paytm use karke bike loan EMI ka 23904.34 dedo,23904.34,emi,upi,paytm,,hinglish
4357 for credit card EMI via credit card,4357,emi,card,,,ocr_receipt
exam fee course 23749 by PayTM,23749,education,upi,paytm,,english
Paid 1500 for mobile recharge through BHIM,1500,utilities,upi,bhim,,english
  Spent 2236 on food from mess with cash ,2236,food,cash,,,english
"education loan EMI due cleared, 18536 from debit card",18536,emi,card,,,english
7993 spent on Uber travel with card,7993,--,card,,,ocr_upi
"   11746 for Bewakoof order, payment debit card se hui  ",11746,shopping,card,,,hinglish
Monthly PPF contribution 40857 by debit card,40857,investment,card,,,ocr_upi
main auto ko 14080 pay kiya Amazon Pay ke through,14080,travel,upi,amazonpay,,voice
hospital ka 1190 ka bill Kotak Mahindra ke card se pay,1190,healthcare,card,,kotak,hinglish
Meesho se 25466 ka saman credit card se,25466,shopping,card,,,ocr_receipt
IRCTC se 8791 ka bill clear kiya card ke through,8791,travel,Card,,,hinglish
sovereign gold bond ke liye 48225 ka SIP Amazon Pay se diya,48225,investment,upi,nan,,hinglish
  Topped up mutual fund SIP with 19520 using BHIM. ,19520,investment,upi,bhim,,english
Medical supplies from hospital 528 via cash.,528,healthcare,cash,,,english
electricity bill ka bill 2803 Paytm se diya,2803,utilities,upi,paytm,,hinglish
eye clinic ko 21627 diya cash se,21627,healthcare,cash,,,hinglish
Paid 20118.64 to YES BANK for credit card EMI by credit card,20118.64,emi,card,,yes bank,ocr_receipt
   physio bill of 15740.78 on Mastercard.  ,15740.78,healthcare,card,,,english
Flipkart se 18394 ka bill pay kiya CRED se,18394,shopping,upi,null,,hinglish
credit card EMI 30633 paid via AmazonPay from Slice,30633,emi,upi,amazonpay,slice,ocr_receipt
"5957 ka petrol petrol pump pe bharaya, cash se payment",5957,travel,cash,,,hinglish
"Just cleared my mobile recharge, 4006 paid on cash",4006,utilities,cash,,,english
DTH recharge ke liye 1846.77 ka payment kiya Mobikwik se,1846.77,utilities,upi,mobikwik,,hinglish
3513.91 books ka payment kar diya Amazon Pay pe,3513.91,education,upi,amazonpay,,hinglish
fees 40812 paid by cred,40812,education,upi,cred,,ocr_receipt
Swiggy bill paid 279.12 via bhim,279.12,food,upi,bhim,,english
Online order from Apollo Pharmacy for 5189 via Mobikwik,5189,healthcare,upi,mobikwik,,ocr_upi
Spent 22213 on fees course materials,22213,education,unknown,,,ocr_receipt
aaj Rahul ne 4935 phonepe kiya wapas,4935,friends,upi,phonepe,,voice
"Went to Steam, spent 2822, paid by AmazonPay",2822,entertainment,upi,amazonpay,,english
  10799 eye clinic pe kharch hua AmazonPay se  ,10799,healthcare,upi,None,,hinglish
i paid 8926.38 to PharmEasy using BHIM,8926.38,healthcare,upi,NA,,voice
NPS SIP auto-debit 37276 ho gaya,37276,investment,card,,,hinglish
bike loan EMI ka installment 10529.36 clear kardia credit card pe,10529.36,emi,card,,,hinglish
bhai ne manga liya FirstCry se 11607 amazon pay kiya,11607,shopping,upi,amazonpay,,voice
Education fee 56365 paid to course using bhim from Fi Money.,56365,education,upi,bhim,fi,ocr_upi
main auto ko 6076 de diya cash me,6076,travel,cash,,,voice
recurring deposit account mein 32776 daale from,32776,investment,unknown,,,hinglish
7393 added to index fund from State Bank,7393,investment,unknown,,sbi,ocr_receipt
Steam annual plan 751 from account,751,entertainment,unknown,,,english
"47101.02 udhar diya tuition ke liye, baad me le lena",47101.02,education,unknown,,,hinglish
Burger King mein cash diya 710 chai ke liye,710,food,cash,,,voice
Invested 34741 in stocks using CRED.,34741,investment,upi,cred,,english
main BookMyShow ke liye 2772 pay kiya using Amazon Pay,2772,entertainment,upi,amazonpay,,voice
1965 PVR subscription ke liye de diye,1965,entertainment,unknown,,,hinglish
aaj Haldirams se snack liya 215 ka upi se,215,food,unknown,,,voice
cash se broadband ko 3632.87 transfer kiya,3632.87,utilities,cash,,,hinglish
34780.95 sovereign gold bond mein daal diye PhonePe pe,34780.95,investment,upi,phonepe,,hinglish
credit card EMI for 1644 done by GPay,1644,emi,upi,gpay,,voice
Just paid 14264 at mall,14264,shopping,UNKNOWN,,,english
"Goibibo flight booking 1183.95, paid by debit card.",1183.95,travel,card,,,english
bhai broadband de diya 254.66 wala Paytm se,254.66,utilities,upi,paytm,,voice
Booked IndiGo ticket for 5328 via cash.,5328,travel,cash,,,english
Spent 23272 on a quick Meesho order with BHIM,23272,shopping,upi,bhim,,english
4185 spent on Goibibo through Canara card.,4185,travel,card,,canara,english
paid 3114 for HP petrol via cash upi,3114,food,cash,,,voice
Groww investment of 21082 by CRED,21082,investment,upi,cred,,ocr_receipt
Deducted 2116.93 for personal loan EMI from SBI account,2116.93,emi,unknown,,sbi,english
Indian Oil ke liye 2632 credit card se diya,2632,travel,card,,,hinglish
Tata CLiQ ke liye 4794.55 ka payment cash se kiya,4794.55,shopping,cash,,,english
Lab test 22101 via cash,22101,healthcare,cash,,,ocr_receipt
coaching pe 48153.39 ka payment amazon pay kiya,48153.39,education,upi,NA,,hinglish
Hospital admission charges 1184.92 by gpay.,1184.92,healthcare,upi,gpay,,english
  FirstCry shopping 27468 upi card ,NA,shopping,card,,,voice
lab test ke liye 13904.35 advance diya Mastercard pe,13904.35,healthcare,card,,,hinglish
Ananya ko diye 3023 Google Pay ke through.,3023,friends,upi,--,,ocr_upi
Paid 1287.70 at Zomato Gold with cash,1287.70,entertainment,cash,,,english
Cleartrip ke ticket ke liye 9927 pay kiya Mastercard pe,9927,travel,card,,,hinglish
"Yaar, education loan EMI ka paisa 39982.77 kat gaya Bandhan se",39982.77,emi,unknown,,bandhan,hinglish
school fees ke liye 41087 ka payment cash se kiya.,41087,education,cash,,,ocr_upi
water bill ke liye 1658 ka payment on bhim,1658,utilities,upi,bhim,,ocr_upi
Paid 31855.54 for coaching with phonepe,31855.54,education,upi,phonepe,,ocr_receipt
Petrol 4053.47 at Goibibo.,4053.47,travel,unknown,,,english
Rahul ka udhaar 3941 vapas kiya card pe,3941,friends,card,,,voice
  IndiGo pe 14870 spend kiye using Kotak Mahindra UPI   ,14870,travel,unknown,,kotak,hinglish
Paid 1758 to Arjun from .,1758,friends,unknown,,,ocr_upi
10105 Goibibo driver ko cash diya,10105,travel,Cash,,,hinglish
rent ka bill 330 cash se diya,330,utilities,cash,,,hinglish
exam fee pe 33709 ka payment PayTM kiya,33709,education,upi,paytm,,hinglish
Paid 7233 for a FirstCry delivery,7233,shopping,unknown,,,english
JioCinema recharge 1359 MobiKwik,1359,entertainment,upi,None,,ocr_upi
   Set up 22472 bike loan EMI with debit card  ,22472,emi,card,,,ocr_upi
Croma se 4839 ka saman card se,4839,shopping,Card,,,ocr_receipt
diagnostic center ka payment 13411 Visa se diya,13411,healthcare,card,,,hinglish
PVR ke liye 1148 card se,1148,entertainment,card,,,ocr_upi
maintenance ka bill 3173 diya,3173,utilities,unknown,,,voice
   physio ka bill 17913 mobikwik kiya   ,17913,healthcare,upi,mobikwik,,hinglish
Petrol 3724 at Air India.,3724,travel,unknown,,,english
education loan EMI ka 5105 transfer cash se ho gaya,5105,emi,cash,,,voice
  diagnostic center ka 7837.01 ka bill Yes Bank ke card se pay ,7837.01,healthcare,Card,,yes bank,hinglish
Ola ki booking karne pe 8410 lag gaye cash se,8410,travel,cash,,,hinglish
Cleartrip ke liye 600 GPay se diya,600,travel,UPI,gpay,,hinglish
"  1727 debit hua JioCinema ke liye, payment method phonepe  ",1727,entertainment,upi,phonepe,,hinglish
water bill bill 4930 done via Google Pay,4930,utilities,upi,gpay,,english
33065.51 Coursera coaching fee paytm se,33065.51,education,upi,paytm,,voice
checkup ke paise 22740.18 Mastercard se deduct hue,22740.18,healthcare,card,,,hinglish
PVR annual plan 1925.87 from Axis account,1925.87,entertainment,unknown,,axis,english
exam fee 9968.91 debit via cred Punjab National Bank,9968.91,education,upi,cred,pnb,ocr_receipt
"fees ko 12474 bheje, cash diya",12474,education,cash,,,hinglish
Recharged Zomato Gold for 2896.64 on Amazon Pay,2896.64,entertainment,upi,amazonpay,,english
stocks ke liye 49106 ka kharcha Google Pay se,49106,investment,upi,gpay,,voice
Jio recharge pe 1101.23 spend kiya using bhim,1101.23,utilities,upi,bhim,,hinglish
"1553 repaid to Arjun for the book, used cash",1553,friends,cash,,,english
"mess pe food delivery, 2293 ka payment done via bhim",2293,food,upi,bhim,,hinglish
"Sneha ka birthday gift, contributed 4708 through cash",4708,--,cash,,,english
metro recharge 3609 from Union Bank account via cred,3609,travel,upi,cred,union bank,voice
39426 installment ke liye YES BANK se pay kiya,39426,emi,unknown,,yes bank,hinglish
Paid 468 for broadband through Google Pay,468,utilities,upi,gpay,,english
H&M ka bill 9576 paid by cash,9576,shopping,cash,,,voice
Booked Air India ticket 13035.51 via card,13035.51,travel,card,,,ocr_receipt
Indian Oil ki app se 6538.41 ka ticket liya cash se,6538.41,travel,cash,,,hinglish
Myntra pe shopping kiye 16080 Visa se,16080,shopping,card,,,hinglish
Cash 1888 for Netflix,1888,entertainment,cash,,,english
Added 38706.34 to Groww from my savings.,38706.34,investment,unknown,,,english
hospital 17631 UPI credit card.,17631,healthcare,card,,,english
SpiceJet pe 421.03 spend kiye using Fi Money UPI,nan,travel,unknown,,fi,hinglish
HP petrol ticket 3968 pay kiya through cash from RBL,3968,travel,cash,,rbl,voice
"Drove together, brother ne petrol ka 9265 diya",9265,friends,unknown,,,hinglish
3498 for credit card EMI paid via card,3498,emi,card,,,voice
"For Priya's treat, paid 6600 by cash from Kotak",6600,friends,Cash,,kotak,english
2538 PVR subscription auto-debit ho gaya via gpay,2538,entertainment,upi,gpay,,hinglish
"Flipkart order paid, 19334 deducted via cash",19334,shopping,cash,,,hinglish
dentist ke liye 13656 pay kiya cash se,13656,healthcare,cash,,,hinglish
Uber booking for 665.43 using cred,665.43,travel,upi,cred,,ocr_upi
bike loan EMI ke liye 28757 ka payment kardia Visa pe,28757,emi,card,,,hinglish
1792 spent on MakeMyTrip travel with card,1792,travel,card,,,ocr_upi
BookMyShow annual plan 2497.51 from account,2497.51,entertainment,unknown,,,english
Paid 244.62 at PVR with PhonePe,244.62,entertainment,upi,phonepe,,english
car loan EMI installment 21786 paid from Indusind Bank,21786,emi,unknown,,indusind,ocr_upi
Angel One transaction for 42029.24 through PhonePe,42029.24,investment,upi,phonepe,,ocr_receipt
Allen coaching course ki fees 48255 transfer ki HDFC Bank se,48255,education,UNKNOWN,,hdfc,hinglish
"Sneha ne 3463 maanga tha, wapas kiya PayTM pe",3463,friends,upi,paytm,,hinglish
index fund ke liye 10800.03 ka payment BHIM kiya,10800.03,investment,upi,bhim,,voice
books material 30600 through cash,30600,education,cash,,,english
   Steam ke live concert ke liye 1832 pay kiye PhonePe se  ,1832,entertainment,upi,--,,hinglish
personal loan EMI EMI 38470 deducted via debit card,38470,emi,card,,,voice
i paid car loan EMI 33726.55 with debit card from Fi Money,33726.55,emi,card,,fi,voice
Cash payment of 15972 at checkup,15972,healthcare,cash,,,ocr_upi
fees 5894.90 books ko diya cash,5894.90,education,cash,,,voice
Ola se 2155 ka bill clear kiya Mastercard ke through,2155,travel,card,,,hinglish
Cleartrip recharge of 10366.35 done with cash,10366.35,travel,cash,,,ocr_upi
7143 hospital ko transfer kiya card se,7143,healthcare,card,,,hinglish
diagnostic center se medicine li 7705 ka Phone Pe kiya,7705,healthcare,upi,phonepe,,hinglish
Apple Music pe 1216.17 lagaye for prime membership using Mastercard,1216.17,entertainment,card,,,hinglish
Monthly electricity bill 3008.90 paid by Mobikwik,3008.90,utilities,upi,mobikwik,,english
"KFC ka online order, 137 debit hua CRED se",137,food,upi,cred,,hinglish
diagnostic center ke paise 12011 Mastercard se deduct hue,"12,011.00",healthcare,card,,,hinglish
aaj Swiggy se snack liya 1959.39 ka upi se,1959.39,food,unknown,,,voice
friend ke birthday gift mein chip in 6503 via bhim,6503,friends,upi,bhim,,voice
"Coffee on me, Karan ko 8622 pay kiya",8622,friends,unknown,,,hinglish
Sneha borrowed 7547.52 gave cash back,7547.52,friends,cash,,,voice
"Neha ka birthday treat, 7993 contribute kiya cash",7993,friends,cash,,,hinglish
,11884.29,travel,upi,gpay,bandhan,voice
Indian Oil ke liye 4779 ka bill paytm se clear,4779,travel,upi,paytm,,voice
PayTM se FirstCry ko 3714 ka payment,3714,shopping,upi,paytm,,ocr_upi
EMI 27630 to using debit card,27630,emi,Card,,,ocr_receipt
   Groww pe 46085.78 ka contribution MobiKwik se   ,46085.78,investment,upi,mobikwik,,ocr_receipt
Transferred 20462 to my sovereign gold bond from Federal Bank.,20462,investment,unknown,,federal bank,english
"Yaar, food court ka bill 1804.91 aaya, BHIM se clear kiya",1804.91,food,upi,bhim,,hinglish
Paid 1298 for food court using cash from IDFC,1298,food,cash,,idfc,ocr_receipt
petrol pump se 726 ka recharge karaya.,726,travel,unknown,,,english
Recharged electricity bill for 1101 with card,1101,utilities,card,,,english
Medicine from MedPlus 2039 on cash,2039,healthcare,cash,,,ocr_receipt
physio consultation fee 20980.17 credit card pe.,20980.17,healthcare,card,,,english
Mobikwik notification: 4626 paid to gas bill from IDFC First,4626,utilities,upi,mobikwik,idfc,ocr_upi
diagnostic center ka bill 1006 credit card kiya,1006,healthcare,card,,,hinglish
Hospital admission charges 14625 by Mobikwik.,14625,healthcare,upi,mobikwik,,english
Set up 20759 bike loan EMI with gpay,20759,emi,upi,gpay,,ocr_upi
netmeds ka order 4047.33 upi se clear kardia,4047.33,healthcare,unknown,,,voice
Returned 4778.50 to Sneha via Mobikwik,4778.50,friends,upi,None,,ocr_receipt
4263 to Jio recharge via Amazon Pay,4263,utilities,upi,amazonpay,,english
Cleartrip ticket 6295.02 pay kiya through cash from Slice,6295.02,travel,cash,,slice,voice
"Karan ne 7581.71 maanga tha, wapas kiya MobiKwik pe",7581.71,friends,upi,mobikwik,,hinglish
bhai auto ki ride 2493.43 cash diye,2493.43,travel,cash,,,voice
"Rahul ke liye book mangaayi, 8231 advance diya",8231,friends,unknown,,,hinglish
Groww SIP auto-debit 5988 ho gaya,5988,investment,card,,,hinglish
Bewakoof se 19348 ka bill pay kiya Phone Pe se,19348,shopping,upi,phonepe,,hinglish
Apollo Pharmacy ka bill 12298 cash diya,12298,healthcare,cash,,,voice
bhai ne manga liya Myntra se 16598.67 cash kiya,16598.67,shopping,cash,,,voice
"Bhai, installment ka 32142.59 de diya cash se",32142.59,emi,cash,,,hinglish
Hotstar ke liye 140 ka payment debit card se kiya,140,entertainment,CARD,,,english
10459.83 SpiceJet driver ko cash diya,10459.83,travel,cash,,,hinglish
1623 spent at KFC with GPay,1623,food,upi,gpay,,ocr_upi
merchant ne 24993 liya cash mein for checkup,24993,healthcare,cash,,,voice
None,5494,friends,UPI,mobikwik,,hinglish
Allen coaching ko 14668 transfer kiya cash ke through.,14668,education,cash,,,ocr_upi
Zepto kharcha 397.30 ka PhonePe se,397.30,food,upi,phonepe,,ocr_receipt
574 BookMyShow ki membership renew kardi MobiKwik pe se,574,entertainment,upi,mobikwik,,hinglish
